t,x,y,vx,vy,kinetic_energy
3987.7600104718,-0.8948404087,-0.0087581731,-0.0084128140,-0.0113593587,0.0000999052
3987.7744286842,-0.8949616882,-0.0089219477,-0.0084102704,-0.0113583721,0.0000998726
3987.7886925403,-0.8950816324,-0.0090839542,-0.0084076279,-0.0113572754,0.0000998380
3987.8028268539,-0.8952004492,-0.0092444731,-0.0084048794,-0.0113560644,0.0000998011
3987.8168623923,-0.8953183963,-0.0094038524,-0.0084020157,-0.0113547335,0.0000997619
3987.8307719411,-0.8954352440,-0.0095617817,-0.0083990393,-0.0113532820,0.0000997204
3987.8445683392,-0.8955510993,-0.0097184054,-0.0083959444,-0.0113517058,0.0000996766
3987.8582383169,-0.8956658499,-0.0098735715,-0.0083927309,-0.0113500036,0.0000996303
3987.8718177987,-0.8957797963,-0.0100276863,-0.0083893869,-0.0113481674,0.0000995814
3987.8853020137,-0.8958928973,-0.0101806943,-0.0083859097,-0.0113461943,0.0000995298
3987.8986721260,-0.8960049939,-0.0103323803,-0.0083823007,-0.0113440836,0.0000994756
3987.9119425010,-0.8961162055,-0.0104829058,-0.0083785524,-0.0113418296,0.0000994186
3987.9251204051,-0.8962265918,-0.0106323517,-0.0083746588,-0.0113394274,0.0000993588
3987.9382097994,-0.8963361847,-0.0107807614,-0.0083706146,-0.0113368722,0.0000992959
3987.9511953699,-0.8964448549,-0.0109279597,-0.0083664206,-0.0113341631,0.0000992301
3987.9641111447,-0.8965528858,-0.0110743309,-0.0083620613,-0.0113312890,0.0000991611
3987.9769332414,-0.8966600761,-0.0112196025,-0.0083575401,-0.0113282504,0.0000990889
3987.9896738268,-0.8967665264,-0.0113639108,-0.0083528483,-0.0113250404,0.0000990133
3988.0023391592,-0.8968722874,-0.0115073249,-0.0083479785,-0.0113216525,0.0000989343
3988.0149143524,-0.8969772333,-0.0116496747,-0.0083429317,-0.0113180862,0.0000988518
3988.0274145447,-0.8970814891,-0.0117911297,-0.0083376970,-0.0113143324,0.0000987657
3988.0398276987,-0.8971849528,-0.0119315520,-0.0083322744,-0.0113103899,0.0000986759
3988.0521895928,-0.8972879209,-0.0120713444,-0.0083266425,-0.0113062420,0.0000985820
3988.0644769833,-0.8973901980,-0.0122102422,-0.0083208058,-0.0113018906,0.0000984843
3988.0767016613,-0.8974918805,-0.0123483765,-0.0083147528,-0.0112973257,0.0000983823
3988.0888704714,-0.8975930232,-0.0124858226,-0.0083084734,-0.0112925385,0.0000982761
3988.1009682582,-0.8976934982,-0.0126224073,-0.0083019691,-0.0112875288,0.0000981655
3988.1130093575,-0.8977934227,-0.0127582902,-0.0082952257,-0.0112822844,0.0000980504
3988.1249814353,-0.8978926923,-0.0128933301,-0.0082882432,-0.0112768041,0.0000979306
3988.1369001058,-0.8979914343,-0.0130277007,-0.0082810058,-0.0112710743,0.0000978061
3988.1487541699,-0.8980895538,-0.0131612736,-0.0082735129,-0.0112650934,0.0000976767
3988.1605783870,-0.8981873359,-0.0132944378,-0.0082657345,-0.0112588360,0.0000975419
3988.1723505530,-0.8982845944,-0.0134269405,-0.0082576761,-0.0112523053,0.0000974018
3988.1840606596,-0.8983812441,-0.0135586667,-0.0082493370,-0.0112454993,0.0000972564
3988.1957045025,-0.8984772482,-0.0136895666,-0.0082407128,-0.0112384136,0.0000971056
3988.2073402212,-0.8985730831,-0.0138202908,-0.0082317506,-0.0112310033,0.0000969486
3988.2189160570,-0.8986683191,-0.0139502548,-0.0082224800,-0.0112232916,0.0000967857
3988.2304456319,-0.8987630659,-0.0140796086,-0.0082128814,-0.0112152610,0.0000966167
3988.2419346377,-0.8988573670,-0.0142084131,-0.0082029402,-0.0112068980,0.0000964414
3988.2533844841,-0.8989512308,-0.0143366809,-0.0081926448,-0.0111981918,0.0000962595
3988.2647735088,-0.8990444768,-0.0144641662,-0.0081820050,-0.0111891495,0.0000960711
3988.2761076214,-0.8991371507,-0.0145909325,-0.0081710066,-0.0111797579,0.0000958762
3988.2873865509,-0.8992292472,-0.0147169736,-0.0081596406,-0.0111700085,0.0000956744
3988.2986051598,-0.8993207216,-0.0148422292,-0.0081479029,-0.0111598969,0.0000954658
3988.3097560204,-0.8994115106,-0.0149666137,-0.0081357931,-0.0111494218,0.0000952504
3988.3208481989,-0.8995016854,-0.0150902252,-0.0081232926,-0.0111385665,0.0000950278
3988.3318796373,-0.8995912263,-0.0152130381,-0.0081103950,-0.0111273242,0.0000947979
3988.3428409521,-0.8996800544,-0.0153349449,-0.0080971027,-0.0111156967,0.0000945609
3988.3537192073,-0.8997680628,-0.0154557994,-0.0080834246,-0.0111036910,0.0000943169
3988.3645010895,-0.8998551421,-0.0155754518,-0.0080693727,-0.0110913172,0.0000940660
3988.3751902524,-0.8999413202,-0.0156939410,-0.0080549382,-0.0110785672,0.0000938083
3988.3857798625,-0.9000265409,-0.0158111897,-0.0080401267,-0.0110654457,0.0000935439
3988.3962601936,-0.9001107250,-0.0159270890,-0.0080249499,-0.0110519629,0.0000932729
3988.4066218932,-0.9001937971,-0.0160415349,-0.0080094211,-0.0110381306,0.0000929956
3988.4168579292,-0.9002757011,-0.0161544495,-0.0079935523,-0.0110239596,0.0000927123
3988.4269749954,-0.9003564908,-0.0162659066,-0.0079773352,-0.0110094425,0.0000924229
3988.4369701696,-0.9004361434,-0.0163758741,-0.0079607767,-0.0109945857,0.0000921274
3988.4468317735,-0.9005145666,-0.0164842239,-0.0079439002,-0.0109794103,0.0000918265
3988.4565662922,-0.9005918134,-0.0165910282,-0.0079266994,-0.0109639111,0.0000915200
3988.4661574111,-0.9006677559,-0.0166961091,-0.0079092096,-0.0109481200,0.0000912085
3988.4756298800,-0.9007425917,-0.0167997389,-0.0078913919,-0.0109320025,0.0000908914
3988.4849649406,-0.9008161742,-0.0169017136,-0.0078732880,-0.0109155963,0.0000905695
3988.4941707342,-0.9008885698,-0.0170021239,-0.0078548899,-0.0108988949,0.0000902426
3988.5032565878,-0.9009598536,-0.0171010728,-0.0078361860,-0.0108818879,0.0000899106
3988.5122205042,-0.9010300118,-0.0171985399,-0.0078171873,-0.0108645856,0.0000895738
3988.5210603858,-0.9010990300,-0.0172945043,-0.0077979058,-0.0108469995,0.0000892324
3988.5297886697,-0.9011670073,-0.0173891023,-0.0077783220,-0.0108291119,0.0000888860
3988.5383961151,-0.9012338737,-0.0174822355,-0.0077584643,-0.0108109491,0.0000885352
3988.5468945686,-0.9012997234,-0.0175740338,-0.0077383131,-0.0107924937,0.0000881797
3988.5552873132,-0.9013645837,-0.0176645341,-0.0077178678,-0.0107737453,0.0000878195
3988.5635762891,-0.9014284713,-0.0177537589,-0.0076971306,-0.0107547061,0.0000874548
3988.5717608540,-0.9014913834,-0.0178417028,-0.0076761104,-0.0107353849,0.0000870856
3988.5798480039,-0.9015533754,-0.0179284425,-0.0076547966,-0.0107157717,0.0000867118
3988.5878375209,-0.9016144476,-0.0180139772,-0.0076331966,-0.0106958740,0.0000863337
3988.5957353785,-0.9016746474,-0.0180983723,-0.0076113011,-0.0106756834,0.0000859511
3988.6035434419,-0.9017339906,-0.0181816491,-0.0075891114,-0.0106552012,0.0000855640
3988.6112635776,-0.9017924932,-0.0182638288,-0.0075666286,-0.0106344287,0.0000851725
3988.6188989933,-0.9018501809,-0.0183449470,-0.0075438499,-0.0106133635,0.0000847766
3988.6264519237,-0.9019070723,-0.0184250287,-0.0075207747,-0.0105920053,0.0000843763
3988.6339242599,-0.9019631831,-0.0185040951,-0.0074974033,-0.0105703545,0.0000839717
3988.6413191080,-0.9020185380,-0.0185821805,-0.0074737320,-0.0105484079,0.0000835628
3988.6486385925,-0.9020731545,-0.0186593083,-0.0074497597,-0.0105261646,0.0000831495
3988.6558843982,-0.9021270464,-0.0187354975,-0.0074254866,-0.0105036249,0.0000827320
3988.6630588473,-0.9021802323,-0.0188107736,-0.0074009103,-0.0104807869,0.0000823102
3988.6701638462,-0.9022327277,-0.0188851577,-0.0073760299,-0.0104576498,0.0000818841
3988.6772018765,-0.9022845521,-0.0189586768,-0.0073508418,-0.0104342104,0.0000814538
3988.6841741692,-0.9023357158,-0.0190313447,-0.0073253468,-0.0104104696,0.0000810193
3988.6910830152,-0.9023862367,-0.0191031863,-0.0072995415,-0.0103864243,0.0000805806
3988.6979293886,-0.9024361230,-0.0191742126,-0.0072734271,-0.0103620759,0.0000801377
3988.7047147460,-0.9024853864,-0.0192444396,-0.0072470032,-0.0103374239,0.0000796907
3988.7114416140,-0.9025340464,-0.0193138944,-0.0072202645,-0.0103124637,0.0000792396
3988.7181117409,-0.9025821166,-0.0193825959,-0.0071932087,-0.0102871931,0.0000787843
3988.7247253546,-0.9026295995,-0.0194505471,-0.0071658393,-0.0102616155,0.0000783250
3988.7312840170,-0.9026765073,-0.0195177650,-0.0071381545,-0.0102357294,0.0000778617
3988.7377902319,-0.9027228589,-0.0195842759,-0.0071101481,-0.0102095290,0.0000773943
3988.7442451467,-0.9027686631,-0.0196500922,-0.0070818192,-0.0101830136,0.0000769230
3988.7506505813,-0.9028139338,-0.0197152332,-0.0070531639,-0.0101561797,0.0000764476
3988.7570056022,-0.9028586650,-0.0197796900,-0.0070241904,-0.0101290349,0.0000759683
3988.7633133295,-0.9029028796,-0.0198434948,-0.0069948887,-0.0101015700,0.0000754851
3988.7695748166,-0.9029465855,-0.0199066589,-0.0069652577,-0.0100737840,0.0000749980
3988.7757879803,-0.9029897690,-0.0199691620,-0.0069353114,-0.0100456901,0.0000745072
3988.7819588120,-0.9030324725,-0.0200310648,-0.0069050247,-0.0100172649,0.0000740125
3988.7880868463,-0.9030746932,-0.0200923631,-0.0068744032,-0.0099885138,0.0000735139
3988.7941730129,-0.9031164380,-0.0201530667,-0.0068434460,-0.0099594356,0.0000730116
3988.8002164027,-0.9031577014,-0.0202131669,-0.0068121611,-0.0099300384,0.0000725056
3988.8062200504,-0.9031985045,-0.0202726943,-0.0067805367,-0.0099003108,0.0000719959
3988.8121830576,-0.9032388419,-0.0203316406,-0.0067485810,-0.0098702607,0.0000714827
3988.8181076493,-0.9032787291,-0.0203900282,-0.0067162855,-0.0098398802,0.0000709659
3988.8239953977,-0.9033181771,-0.0204478727,-0.0066836450,-0.0098091644,0.0000704454
3988.8298449340,-0.9033571771,-0.0205051613,-0.0066506705,-0.0097781237,0.0000699216
3988.8356611309,-0.9033957621,-0.0205619417,-0.0066173375,-0.0097467351,0.0000693940
3988.8414406659,-0.9034339102,-0.0206181819,-0.0065836682,-0.0097150195,0.0000688631
3988.8471862871,-0.9034716400,-0.0206739089,-0.0065496499,-0.0096829650,0.0000683289
3988.8528989684,-0.9035089581,-0.0207291323,-0.0065152797,-0.0096505690,0.0000677912
3988.8585771753,-0.9035458549,-0.0207838376,-0.0064805702,-0.0096178432,0.0000672503
3988.8642242117,-0.9035823522,-0.0208380568,-0.0064455043,-0.0095847718,0.0000667062
3988.8698403783,-0.9036184520,-0.0208917929,-0.0064100829,-0.0095513555,0.0000661588
3988.8754265634,-0.9036541602,-0.0209450544,-0.0063743033,-0.0095175918,0.0000656081
3988.8809813261,-0.9036894679,-0.0209978279,-0.0063381777,-0.0094834922,0.0000650546
3988.8865072665,-0.9037243917,-0.0210501382,-0.0063016921,-0.0094490438,0.0000644979
3988.8920072187,-0.9037589496,-0.0211020120,-0.0062648304,-0.0094142310,0.0000639379
3988.8974780471,-0.9037931219,-0.0211534197,-0.0062276161,-0.0093790763,0.0000633751
3988.9029240545,-0.9038269354,-0.0212044018,-0.0061900225,-0.0093435545,0.0000628092
3988.9083422444,-0.9038603716,-0.0212549300,-0.0061520728,-0.0093076874,0.0000622405
3988.9137324794,-0.9038934297,-0.0213050033,-0.0061137711,-0.0092714790,0.0000616693
3988.9190976453,-0.9039261276,-0.0213546484,-0.0060750999,-0.0092349128,0.0000610952
3988.9244360013,-0.9039584547,-0.0214038494,-0.0060360746,-0.0091980033,0.0000605187
3988.9297529339,-0.9039904436,-0.0214526557,-0.0059966582,-0.0091607156,0.0000599393
3988.9350447215,-0.9040220716,-0.0215010329,-0.0059568808,-0.0091230781,0.0000593575
3988.9403135337,-0.9040533518,-0.0215490008,-0.0059167286,-0.0090850780,0.0000587732
3988.9455627990,-0.9040843041,-0.0215965903,-0.0058761777,-0.0090466924,0.0000581861
3988.9507908461,-0.9041149182,-0.0216437857,-0.0058352428,-0.0090079354,0.0000575965
3988.9559976576,-0.9041451939,-0.0216905867,-0.0057939263,-0.0089688093,0.0000570046
3988.9611816094,-0.9041751216,-0.0217369785,-0.0057522438,-0.0089293288,0.0000564106
3988.9663454585,-0.9042047169,-0.0217829855,-0.0057101758,-0.0088894754,0.0000558144
3988.9714873610,-0.9042339692,-0.0218285912,-0.0056677399,-0.0088492660,0.0000552164
3988.9766129407,-0.9042629101,-0.0218738449,-0.0056248919,-0.0088086586,0.0000546159
3988.9817201931,-0.9042915276,-0.0219187285,-0.0055816503,-0.0087676706,0.0000540134
3988.9868069097,-0.9043198092,-0.0219632223,-0.0055380364,-0.0087263224,0.0000534093
3988.9918758979,-0.9043477701,-0.0220073503,-0.0054940285,-0.0086845935,0.0000528033
3988.9969281557,-0.9043754154,-0.0220511210,-0.0054496203,-0.0086424776,0.0000521954
3989.0019638079,-0.9044027452,-0.0220945347,-0.0054048125,-0.0085999758,0.0000515858
3989.0069833770,-0.9044297618,-0.0221375955,-0.0053596028,-0.0085570856,0.0000509745
3989.0119874785,-0.9044564679,-0.0221803079,-0.0053139874,-0.0085138036,0.0000503617
3989.0169760326,-0.9044828625,-0.0222226708,-0.0052679693,-0.0084701325,0.0000497473
3989.0219475883,-0.9045089374,-0.0222646712,-0.0052215642,-0.0084260873,0.0000491318
3989.0269074505,-0.9045347197,-0.0223063534,-0.0051747246,-0.0083816230,0.0000485147
3989.0318508381,-0.9045601838,-0.0223476764,-0.0051274977,-0.0083367841,0.0000478966
3989.0367777067,-0.9045853293,-0.0223886395,-0.0050798867,-0.0082915740,0.0000472777
3989.0416943348,-0.9046101873,-0.0224292941,-0.0050318331,-0.0082459370,0.0000466574
3989.0465986064,-0.9046347461,-0.0224696217,-0.0049833589,-0.0081998940,0.0000460361
3989.0514905633,-0.9046590051,-0.0225096219,-0.0049344657,-0.0081534465,0.0000454138
3989.0563680866,-0.9046829531,-0.0225492765,-0.0048851771,-0.0081066169,0.0000447911
3989.0612341961,-0.9047066042,-0.0225886094,-0.0048354649,-0.0080593785,0.0000441677
3989.0660894132,-0.9047299599,-0.0226276240,-0.0047853257,-0.0080117281,0.0000435436
3989.0709342997,-0.9047530220,-0.0226663237,-0.0047347556,-0.0079636619,0.0000429189
3989.0757662411,-0.9047757771,-0.0227046868,-0.0046837843,-0.0079152081,0.0000422942
3989.0805909577,-0.9047982512,-0.0227427577,-0.0046323533,-0.0078663112,0.0000416688
3989.0854037036,-0.9048204210,-0.0227804978,-0.0045805153,-0.0078170211,0.0000410435
3989.0902074366,-0.9048422992,-0.0228179295,-0.0045282406,-0.0077673098,0.0000404180
3989.0950027493,-0.9048638874,-0.0228550562,-0.0044755247,-0.0077171729,0.0000397925
3989.0997900763,-0.9048851861,-0.0228918800,-0.0044223648,-0.0076666078,0.0000391671
3989.1045667330,-0.9049061825,-0.0229283792,-0.0043687929,-0.0076156449,0.0000385422
3989.1093357775,-0.9049268889,-0.0229645762,-0.0043147773,-0.0075642540,0.0000379176
3989.1141009052,-0.9049473197,-0.0230004975,-0.0042602775,-0.0075123965,0.0000372930
3989.1188600346,-0.9049674644,-0.0230361257,-0.0042053186,-0.0074600965,0.0000366689
3989.1236099501,-0.9049873080,-0.0230714356,-0.0041499401,-0.0074073915,0.0000360457
3989.1283510671,-0.9050068513,-0.0231064292,-0.0040941402,-0.0073542796,0.0000354237
3989.1330899867,-0.9050261199,-0.0231411538,-0.0040378429,-0.0073006887,0.0000348021
3989.1378241396,-0.9050451015,-0.0231755886,-0.0039810803,-0.0072466492,0.0000341815
3989.1425535210,-0.9050637944,-0.0232097321,-0.0039238543,-0.0071921629,0.0000335619
3989.1472759022,-0.9050821884,-0.0232435668,-0.0038661944,-0.0071372579,0.0000329440
3989.1519976133,-0.9051003063,-0.0232771363,-0.0038080251,-0.0070818624,0.0000323269
3989.1567157999,-0.9051181352,-0.0233104183,-0.0037493832,-0.0070260114,0.0000317114
3989.1614279515,-0.9051356638,-0.0233433935,-0.0036903024,-0.0069697368,0.0000310978
3989.1661376948,-0.9051529041,-0.0233760858,-0.0036307397,-0.0069129978,0.0000304859
3989.1708455651,-0.9051698560,-0.0234084968,-0.0035706903,-0.0068557899,0.0000298758
3989.1755482501,-0.9051865058,-0.0234406021,-0.0035101990,-0.0067981556,0.0000292682
3989.1802528528,-0.9052028766,-0.0234724481,-0.0034491765,-0.0067400100,0.0000286623
3989.1849535607,-0.9052189459,-0.0235039935,-0.0033877004,-0.0066814267,0.0000280590
3989.1896574179,-0.9052347354,-0.0235352831,-0.0033256805,-0.0066223201,0.0000274576
3989.1943612500,-0.9052502320,-0.0235662934,-0.0032631603,-0.0065627313,0.0000268588
3989.1990588264,-0.9052654134,-0.0235969816,-0.0032002257,-0.0065027425,0.0000262636
3989.2037601192,-0.9052803095,-0.0236274109,-0.0031367460,-0.0064422289,0.0000256707
3989.2084628991,-0.9052949107,-0.0236575640,-0.0030727531,-0.0063812209,0.0000250809
3989.2131641137,-0.9053092050,-0.0236874192,-0.0030082912,-0.0063197607,0.0000244946
3989.2178704044,-0.9053232101,-0.0237170161,-0.0029432716,-0.0062577637,0.0000239112
3989.2225762329,-0.9053369067,-0.0237463173,-0.0028777732,-0.0061953052,0.0000233317
3989.2272848017,-0.9053503017,-0.0237753403,-0.0028117544,-0.0061323453,0.0000227558
3989.2320002158,-0.9053634034,-0.0238041073,-0.0027451596,-0.0060688311,0.0000221833
3989.2367129322,-0.9053761828,-0.0238325575,-0.0026781266,-0.0060048939,0.0000216156
3989.2414291006,-0.9053886542,-0.0238607258,-0.0026105715,-0.0059404540,0.0000210520
3989.2461539275,-0.9054008279,-0.0238886400,-0.0025424222,-0.0058754421,0.0000204924
3989.2508841017,-0.9054126917,-0.0239162770,-0.0024737283,-0.0058099059,0.0000199372
3989.2556206403,-0.9054242448,-0.0239436396,-0.0024044779,-0.0057438338,0.0000193866
3989.2603627458,-0.9054354818,-0.0239707197,-0.0023346854,-0.0056772397,0.0000188409
3989.2651116498,-0.9054464021,-0.0239975212,-0.0022643358,-0.0056101091,0.0000183003
3989.2698641362,-0.9054569951,-0.0240240226,-0.0021934802,-0.0055424909,0.0000177653
3989.2746244181,-0.9054672669,-0.0240502444,-0.0021220595,-0.0054743285,0.0000172357
3989.2793887747,-0.9054772060,-0.0240761627,-0.0020501331,-0.0054056788,0.0000167122
3989.2841653734,-0.9054868256,-0.0241018182,-0.0019775813,-0.0053364273,0.0000161941
3989.2889515003,-0.9054961157,-0.0241271921,-0.0019044480,-0.0052666160,0.0000156821
3989.2937474427,-0.9055050727,-0.0241522819,-0.0018307324,-0.0051962441,0.0000151763
3989.2985537997,-0.9055136935,-0.0241770866,-0.0017564288,-0.0051253063,0.0000146769
3989.3033671525,-0.9055219678,-0.0242015847,-0.0016815945,-0.0050538569,0.0000141846
3989.3081947073,-0.9055299038,-0.0242258087,-0.0016061212,-0.0049817929,0.0000136989
3989.3130348381,-0.9055374937,-0.0242497456,-0.0015300381,-0.0049091419,0.0000132203
3989.3178833497,-0.9055447265,-0.0242733704,-0.0014534158,-0.0048359712,0.0000127495
3989.3227443314,-0.9055516040,-0.0242966989,-0.0013761944,-0.0047622239,0.0000122863
3989.3276188510,-0.9055581228,-0.0243197314,-0.0012983617,-0.0046878882,0.0000118310
3989.3325074192,-0.9055642783,-0.0243424655,-0.0012199141,-0.0046129605,0.0000113838
3989.3374145402,-0.9055700706,-0.0243649165,-0.0011407839,-0.0045373762,0.0000109446
3989.3423328892,-0.9055754855,-0.0243870459,-0.0010610941,-0.0044612529,0.0000105143
3989.3472621250,-0.9055805183,-0.0244088477,-0.0009808567,-0.0043846019,0.0000100934
3989.3522108718,-0.9055851722,-0.0244303548,-0.0008999370,-0.0043072945,0.0000096813
3989.3571771887,-0.9055894392,-0.0244515528,-0.0008183719,-0.0042293660,0.0000092786
3989.3621610288,-0.9055933132,-0.0244724358,-0.0007361683,-0.0041508229,0.0000088856
3989.3671666538,-0.9055967908,-0.0244930151,-0.0006532617,-0.0040716036,0.0000085024
3989.3721908726,-0.9055998632,-0.0245132713,-0.0005697111,-0.0039917643,0.0000081294
3989.3772338127,-0.9056025240,-0.0245331988,-0.0004855212,-0.0039113098,0.0000077670
3989.3822914114,-0.9056047654,-0.0245527759,-0.0004007677,-0.0038303120,0.0000074160
3989.3873726701,-0.9056065848,-0.0245720313,-0.0003153071,-0.0037486341,0.0000070758
3989.3924781225,-0.9056079748,-0.0245909597,-0.0002291378,-0.0036662743,0.0000067470
3989.3976044125,-0.9056089270,-0.0246095415,-0.0001423242,-0.0035832943,0.0000064301
3989.4027514540,-0.9056094346,-0.0246277699,-0.0000548765,-0.0034997038,0.0000061255
3989.4079237016,-0.9056094906,-0.0246456534,0.0000332721,-0.0034154387,0.0000058332
3989.4131175290,-0.9056090874,-0.0246631723,0.0001220508,-0.0033305670,0.0000055538
3989.4183366572,-0.9056082170,-0.0246803318,0.0002115135,-0.0032450370,0.0000052875
3989.4235812547,-0.9056068714,-0.0246971249,0.0003016531,-0.0031588555,0.0000050347
3989.4288478931,-0.9056050439,-0.0247135330,0.0003924000,-0.0030720889,0.0000047959
3989.4341357686,-0.9056027275,-0.0247295471,0.0004837290,-0.0029847615,0.0000045714
3989.4394480083,-0.9055999137,-0.0247451694,0.0005756823,-0.0028968328,0.0000043615
3989.4447814292,-0.9055965967,-0.0247603836,0.0006681925,-0.0028083672,0.0000041667
3989.4501425142,-0.9055927648,-0.0247752007,0.0007613594,-0.0027192694,0.0000039870
3989.4555265242,-0.9055884134,-0.0247896000,0.0008550877,-0.0026296305,0.0000038231
3989.4609318159,-0.9055835368,-0.0248035704,0.0009493349,-0.0025394912,0.0000036751
3989.4663582788,-0.9055781282,-0.0248171050,0.0010440845,-0.0024488671,0.0000035435
3989.4718068842,-0.9055721800,-0.0248301998,0.0011393387,-0.0023577563,0.0000034286
3989.4772730549,-0.9055656907,-0.0248428376,0.0012350021,-0.0022662500,0.0000033306
3989.4827563875,-0.9055586555,-0.0248550123,0.0013310517,-0.0021743703,0.0000032498
3989.4882542405,-0.9055510727,-0.0248667133,0.0014274246,-0.0020821772,0.0000031865
3989.4937640194,-0.9055429417,-0.0248779310,0.0015240587,-0.0019897303,0.0000031409
3989.4992857349,-0.9055342588,-0.0248886618,0.0016209369,-0.0018970460,0.0000031131
3989.5048141219,-0.9055250295,-0.0248988929,0.0017179495,-0.0018042294,0.0000031033
3989.5103473370,-0.9055152551,-0.0249086191,0.0018150465,-0.0017113283,0.0000031115
3989.5158818312,-0.9055049410,-0.0249178333,0.0019121479,-0.0016184192,0.0000031378
3989.5214151327,-0.9054940920,-0.0249265316,0.0020091926,-0.0015255608,0.0000031821
3989.5269443964,-0.9054827147,-0.0249347104,0.0021061133,-0.0014328176,0.0000032443
3989.5324670883,-0.9054708161,-0.0249423677,0.0022028480,-0.0013402490,0.0000033244
3989.5379794413,-0.9054584073,-0.0249495012,0.0022993137,-0.0012479344,0.0000034221
3989.5434799443,-0.9054454954,-0.0249561123,0.0023954672,-0.0011559153,0.0000035372
3989.5489631115,-0.9054320981,-0.0249621992,0.0024911964,-0.0010642991,0.0000036694
3989.5544328761,-0.9054182110,-0.0249677710,0.0025865543,-0.0009730353,0.0000038185
3989.5598823863,-0.9054038571,-0.0249728261,0.0026814061,-0.0008822530,0.0000039842
3989.5653137092,-0.9053890371,-0.0249773725,0.0027757730,-0.0007919319,0.0000041660
3989.5707213847,-0.9053737730,-0.0249814123,0.0028695462,-0.0007021762,0.0000043637
3989.5761079425,-0.9053580649,-0.0249849542,0.0029627562,-0.0006129571,0.0000045768
3989.5814710539,-0.9053419269,-0.0249880038,0.0030553497,-0.0005243254,0.0000048050
3989.5868100345,-0.9053253689,-0.0249905681,0.0031473029,-0.0004363043,0.0000050479
3989.5921250866,-0.9053083981,-0.0249926547,0.0032386075,-0.0003489018,0.0000053052
3989.5974193025,-0.9052910120,-0.0249942719,0.0033293053,-0.0002620778,0.0000055765
3989.6026883222,-0.9052732326,-0.0249954257,0.0034193109,-0.0001759143,0.0000058613
3989.6079278845,-0.9052550830,-0.0249961235,0.0035085421,-0.0000904902,0.0000061590
3989.6131494391,-0.9052365314,-0.0249963744,0.0035971842,-0.0000056280,0.0000064699
3989.6183454666,-0.9052176118,-0.0249961848,0.0036851002,0.0000785409,0.0000067931
3989.6235169389,-0.9051983288,-0.0249955626,0.0037722983,0.0001620242,0.0000071282
3989.6286665915,-0.9051786799,-0.0249945149,0.0038588165,0.0002448583,0.0000074752
3989.6337954651,-0.9051586682,-0.0249930481,0.0039446643,0.0003270521,0.0000078337
3989.6388993554,-0.9051383177,-0.0249911708,0.0040297640,0.0004085312,0.0000082029
3989.6439870953,-0.9051176003,-0.0249888864,0.0041142559,0.0004894297,0.0000085833
3989.6490519265,-0.9050965500,-0.0249862042,0.0041980207,0.0005696333,0.0000089739
3989.6540964234,-0.9050751634,-0.0249831299,0.0042810948,0.0006491770,0.0000093746
3989.6591226627,-0.9050534383,-0.0249796686,0.0043635064,0.0007280874,0.0000097851
3989.6641305554,-0.9050313815,-0.0249758262,0.0044452480,0.0008063574,0.0000102052
3989.6691205736,-0.9050089972,-0.0249716087,0.0045263217,0.0008839888,0.0000106345
3989.6740934478,-0.9049862883,-0.0249670211,0.0046067340,0.0009609880,0.0000110727
3989.6790461258,-0.9049632751,-0.0249620725,0.0046864310,0.0010373030,0.0000115193
3989.6839818584,-0.9049399489,-0.0249567657,0.0047654605,0.0011129796,0.0000119742
3989.6889058049,-0.9049162908,-0.0249511004,0.0048439003,0.0011880923,0.0000124375
3989.6938115674,-0.9048923369,-0.0249450891,0.0049216438,0.0012625389,0.0000129083
3989.6987058838,-0.9048680598,-0.0249387289,0.0049987937,0.0013364176,0.0000133870
3989.7035829077,-0.9048434940,-0.0249320325,0.0050752539,0.0014096363,0.0000138726
3989.7084462047,-0.9048186270,-0.0249250003,0.0051510768,0.0014822453,0.0000143653
3989.7132975221,-0.9047934549,-0.0249176345,0.0052262861,0.0015542669,0.0000148649
3989.7181367100,-0.9047679832,-0.0249099402,0.0053008756,0.0016256954,0.0000153711
3989.7229675867,-0.9047421964,-0.0249019152,0.0053749005,0.0016965834,0.0000158840
3989.7277874308,-0.9047161131,-0.0248935684,0.0054483152,0.0017668874,0.0000164030
3989.7325969511,-0.9046897340,-0.0248849026,0.0055211274,0.0018366144,0.0000169280
3989.7373967215,-0.9046630604,-0.0248759212,0.0055933427,0.0019057699,0.0000174587
3989.7421870561,-0.9046360947,-0.0248666274,0.0056649629,0.0019743554,0.0000179949
3989.7469683852,-0.9046088386,-0.0248570246,0.0057359915,0.0020423743,0.0000185364
3989.7517412017,-0.9045812935,-0.0248471156,0.0058064333,0.0021098311,0.0000190830
3989.7565059986,-0.9045534604,-0.0248369031,0.0058762928,0.0021767302,0.0000196345
3989.7612703293,-0.9045252984,-0.0248263740,0.0059456773,0.0022431740,0.0000201915
3989.7660212255,-0.9044968876,-0.0248155604,0.0060143955,0.0023089794,0.0000207522
3989.7707683703,-0.9044681744,-0.0248044442,0.0060825854,0.0023742787,0.0000213175
3989.7755134792,-0.9044391511,-0.0247930240,0.0061502686,0.0024390921,0.0000218875
3989.7802496211,-0.9044098635,-0.0247813198,0.0062173438,0.0025033229,0.0000224610
3989.7849807643,-0.9043802908,-0.0247693254,0.0062838656,0.0025670231,0.0000230383
